Uberstrain,Name,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Bio Project ID,Project ID,Disease,Sample ID,Secondary Sample ID,Date Entered,Release Date,Barcode,Status,Coverage,N50,Length,Species,Contig Number(>=200 bp),Low Quality Bases,Assembly barcode,Version
ESC_MA8355AA,INT005482,ERR3328797;ILLUMINA;Paired;350;ERX3353512,Livestock,Bovine,beef meat,2016,3,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611045,ERS3415235,30/05/2019,20/05/2019,ESC_MA8355AA,Assembled,110,253573,5076763,Escherichia coli / Shigella;100.0%,94,35650,ESC_ZA5081AA_AS,4
ESC_MA8459AA,INT004690,ERR3328693;ILLUMINA;Paired;350;ERX3353408,Poultry,Avian,chickens,2016,2,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610941,ERS3415131,30/05/2019,20/05/2019,ESC_MA8459AA,Assembled,110,190166,5154250,Escherichia coli / Shigella;97.9%,195,44742,ESC_ZA4977AA_AS,4
ESC_MA8507AA,INT004362,ERR3328644;ILLUMINA;Paired;350;ERX3353359,ND,Avian,ND,2016,1,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610893,ERS3415083,30/05/2019,20/05/2019,ESC_MA8507AA,Assembled,110,182373,5324896,Escherichia coli / Shigella;96.74%,137,14668,ESC_ZA4929AA_AS,4
ESC_MA8508AA,INT004357,ERR3328643;ILLUMINA;Paired;350;ERX3353358,ND,Avian,ND,2016,1,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610892,ERS3415082,30/05/2019,20/05/2019,ESC_MA8508AA,Assembled,110,168677,4718520,Escherichia coli / Shigella;92.88%,80,22361,ESC_ZA4928AA_AS,4
ESC_MA8539AA,INT003929,ERR3328612;ILLUMINA;Paired;350;ERX3353327,Poultry,Avian,chickens,2016,1,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610861,ERS3415051,30/05/2019,20/05/2019,ESC_MA8539AA,Assembled,110,88581,5515196,Escherichia coli / Shigella;95.61%,461,129835,ESC_ZA4897AA_AS,4
ESC_MA8630AA,ALQ034792,ERR3328477;ILLUMINA;Paired;350;ERX3353192,Human,Human,ND,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610770,ERS3414960,30/05/2019,20/05/2019,ESC_MA8630AA,Assembled,110,168238,4819056,Escherichia coli / Shigella;100.0%,109,11120,ESC_ZA4806AA_AS,4
ESC_MA8737AA,ALQ023105,ERR3328343;ILLUMINA;Paired;350;ERX3353058,Food,Plant,pens,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610663,ERS3414853,30/05/2019,20/05/2019,ESC_MA8737AA,Assembled,110,84841,4751814,Escherichia coli / Shigella;95.05%,177,21294,ESC_ZA4699AA_AS,4
ESC_MA8891AA,ALQ018577,ERR3328044;ILLUMINA;Paired;350;ERX3352759,Poultry,Avian,chickens,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610509,ERS3414699,30/05/2019,20/05/2019,ESC_MA8891AA,Assembled,110,87738,4808371,Escherichia coli / Shigella;100.0%,171,34465,ESC_ZA4543AA_AS,4
ESC_NA6883AA,MA_013,"SRR9943555;ILLUMINA;Paired;500;SRX6692099,SRR9916480;ILLUMINA;Paired;500;SRX6665778",Poultry,Air,Poultry Fecal,2018,12,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN12523706,SRS5225592,08/08/2019,07/08/2019,ESC_NA6883AA,Assembled,110,259173,5006427,Escherichia coli / Shigella;96.91%,79,13886,ESC_CB9218AA_AS,4.1
ESC_OA0286AA,MA_077,SRR10098860;ILLUMINA;Paired;500;SRX6830833,Human,Human,stool; Homo sapiens,2019,1,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN12727831,SRS5372919,11/09/2019,11/09/2019,ESC_OA0286AA,Assembled,110,520559,4745283,Escherichia coli / Shigella;97.06%,41,12451,ESC_FB1745AA_AS,4.1
ESC_OA8185AA,,SRR10429301;ILLUMINA;Paired;500;SRX7125351,Poultry,Air,Poultry Fecal,2019,3,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN13262669,SRS5634959,17/11/2019,13/11/2019,ESC_OA8185AA,Assembled,110,195864,5129849,Escherichia coli / Shigella;96.67%,84,20172,ESC_GB4200AA_AS,4.1
ESC_PA0933AA,TG1,SRR8182897;ILLUMINA;Paired;;SRX5002873,Wild Animal,Avian,Guinea fowl,2016,,,,Africa,Ghana,Northern Region,,Tamale,,7.9465,-1.0232,Nanyang Technological University,Escherichia coli,,,,,,,,PRJNA484345,SRP168500,,SAMN09763751,SRS4037285,18/11/2019,07/03/2019,ESC_PA0933AA,Assembled,110,140174,4728076,Escherichia coli / Shigella;91.85%,121,11943,ESC_GB6991AA_AS,4.1
ESC_MA4465AA,GF5-2,traces-0JScGTS;ILLUMINA;Paired;;NA,Poultry,Avian,Domestic Guinea fowl,2016,,,,Africa,Gambia,,,Sibanor,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;100.0%,,,,,,,Caecal isolate collected from a healthy domestic Guinea fowl,,,None,,,24/04/2019,24/04/2019,ESC_MA4465AA,Assembled,110,236331,4767138,Escherichia coli / Shigella;100.0%,99,17111,ESC_YA9270AA_AS,4
ESC_GA1710AA,NC_P05-18,SRR5434356;ILLUMINA;Paired;500;SRX2724391,Poultry,Avian,Poultry,2016,,,,Africa,Uganda,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN06677689,SRS2113111,11/04/2017,11/04/2017,ESC_GA1710AA,Assembled,111,99087,5079891,Escherichia coli / Shigella;83.51%,162,4734,ESC_MA3075AA_AS,3.61
ESC_GA6960AA,CFSAN061761,SRR5688551;ILLUMINA;Paired;;SRX2923123,Food,Dairy,Raw milk cheese,2016,,,,Africa,Egypt,,,,,,,FDA/CFSAN,Escherichia coli,,,,,,,,PRJNA230969,SRP058582,,SAMN06909725,SRS2288784,16/06/2017,15/06/2017,ESC_GA6960AA,Assembled,111,156905,4938311,Escherichia coli / Shigella;98.61%,117,1822,ESC_OA0033AA_AS,3.61
ESC_MA7388AA,TMP024245,ERR3330516;ILLUMINA;Paired;350;ERX3355231,Wild Animal,Bat,bat,2016,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5612021,ERS3416209,30/05/2019,20/05/2019,ESC_MA7388AA,Assembled,111,139421,4632633,Escherichia coli / Shigella;96.97%,90,31774,ESC_ZA6136AA_AS,4
ESC_MA7412AA,TMP024083,ERR3330492;ILLUMINA;Paired;350;ERX3355207,Feed,Invertebrates,guinea fowl meat,2016,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611997,ERS3416185,30/05/2019,20/05/2019,ESC_MA7412AA,Assembled,111,156864,4696592,Escherichia coli / Shigella;97.0%,155,23737,ESC_ZA6112AA_AS,4
ESC_MA7448AA,TMP023842,ERR3330456;ILLUMINA;Paired;350;ERX3355171,ND,Avian,ND,2016,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611961,ERS3416149,30/05/2019,20/05/2019,ESC_MA7448AA,Assembled,111,193221,4775161,Escherichia coli / Shigella;95.31%,112,12555,ESC_ZA6076AA_AS,4
ESC_MA7550AA,TMP021113,ERR3330354;ILLUMINA;Paired;350;ERX3355069,Wild Animal,Rodent,rodent,2016,7,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611858,ERS3416047,30/05/2019,20/05/2019,ESC_MA7550AA,Assembled,111,106964,4761585,Escherichia coli / Shigella;97.79%,118,18529,ESC_ZA5974AA_AS,4
ESC_MA7615AA,TMP020694,ERR3330289;ILLUMINA;Paired;350;ERX3355004,Human,Human,ND,2016,7,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611793,ERS3415982,30/05/2019,20/05/2019,ESC_MA7615AA,Assembled,111,175198,5002230,Escherichia coli / Shigella;98.57%,91,40019,ESC_ZA5909AA_AS,4
ESC_MA7674AA,TMP019793,ERR3330222;ILLUMINA;Paired;350;ERX3354937,Human,Human,ND,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611726,ERS3415915,30/05/2019,20/05/2019,ESC_MA7674AA,Assembled,111,112004,5336805,Escherichia coli / Shigella;99.44%,264,36843,ESC_ZA5850AA_AS,4
ESC_MA7879AA,TMP016212,ERR3329326;ILLUMINA;Paired;350;ERX3354041,Livestock,Bovine,ND,2015,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611521,ERS3415710,30/05/2019,20/05/2019,ESC_MA7879AA,Assembled,111,192483,4763463,Escherichia coli / Shigella;100.0%,97,11241,ESC_ZA5645AA_AS,4
ESC_MA8098AA,PL015088,ERR3329084;ILLUMINA;Paired;350;ERX3353799,Environment,Soil/Dust,surface,2015,10,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611302,ERS3415491,30/05/2019,20/05/2019,ESC_MA8098AA,Assembled,111,346794,4965034,Escherichia coli / Shigella;95.91%,69,10903,ESC_ZA5339AA_AS,4
ESC_MA8273AA,INT006979,ERR3328909;ILLUMINA;Paired;350;ERX3353624,Environment,Soil/Dust,household environment,2016,6,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611127,ERS3415317,30/05/2019,20/05/2019,ESC_MA8273AA,Assembled,111,324125,4901681,Escherichia coli / Shigella;94.99%,143,19893,ESC_ZA5164AA_AS,4
ESC_MA8311AA,INT005810,ERR3328871;ILLUMINA;Paired;350;ERX3353586,Poultry,Avian,geese,2016,4,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611089,ERS3415279,30/05/2019,20/05/2019,ESC_MA8311AA,Assembled,111,289827,4638466,Escherichia coli / Shigella;100.0%,60,12820,ESC_ZA5125AA_AS,4
ESC_MA8454AA,INT004728,ERR3328698;ILLUMINA;Paired;350;ERX3353413,Poultry,Avian,chickens,2016,2,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610946,ERS3415136,30/05/2019,20/05/2019,ESC_MA8454AA,Assembled,111,135789,5074245,Escherichia coli / Shigella;96.96%,239,50464,ESC_ZA4982AA_AS,4
ESC_MA8564AA,INT003413,ERR3328585;ILLUMINA;Paired;350;ERX3353300,Human,Human,ND,2016,2,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610836,ERS3415026,30/05/2019,20/05/2019,ESC_MA8564AA,Assembled,111,83860,4718627,Escherichia coli / Shigella;96.81%,142,17381,ESC_ZA4872AA_AS,4
ESC_MA8646AA,ALQ034634,ERR3328440;ILLUMINA;Paired;350;ERX3353155,Wild Animal,Avian,pigeons,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610754,ERS3414944,30/05/2019,20/05/2019,ESC_MA8646AA,Assembled,111,211371,5137671,Escherichia coli / Shigella;96.83%,144,24642,ESC_ZA4790AA_AS,4
ESC_MA8665AA,ALQ032689,ERR3328418;ILLUMINA;Paired;350;ERX3353133,Human,Human,ND,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610735,ERS3414925,30/05/2019,20/05/2019,ESC_MA8665AA,Assembled,111,143842,4680335,Escherichia coli / Shigella;84.74%,117,29291,ESC_ZA4771AA_AS,4
ESC_MA8775AA,ALQ020070,ERR3328303;ILLUMINA;Paired;350;ERX3353018,ND,Avian,ND,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610625,ERS3414815,30/05/2019,20/05/2019,ESC_MA8775AA,Assembled,111,357150,4605519,Escherichia coli / Shigella;96.3%,32,10460,ESC_ZA4660AA_AS,4
ESC_MA8900AA,ALQ017368,ERR3328034;ILLUMINA;Paired;350;ERX3352749,Poultry,Avian,chickens,2015,10,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610500,ERS3414690,30/05/2019,20/05/2019,ESC_MA8900AA,Assembled,111,195072,5137817,Escherichia coli / Shigella;91.93%,135,90443,ESC_ZA4534AA_AS,4
ESC_MA8904AA,ALQ017344,ERR3328030;ILLUMINA;Paired;350;ERX3352745,Food,Plant,pens,2015,10,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610496,ERS3414686,30/05/2019,20/05/2019,ESC_MA8904AA,Assembled,111,209468,4933670,Escherichia coli / Shigella;93.43%,135,26684,ESC_ZA4530AA_AS,4
ESC_MA8920AA,ALQ017135,ERR3328013;ILLUMINA;Paired;350;ERX3352728,ND,Avian,ND,2015,10,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610480,ERS3414670,30/05/2019,20/05/2019,ESC_MA8920AA,Assembled,111,119001,4657805,Escherichia coli / Shigella;98.72%,97,16618,ESC_ZA4514AA_AS,4
ESC_OA0393AA,ARS-CC10129,SRR10107336;ILLUMINA;Paired;;SRX6839202,Livestock,Bovine,Bos taurus; feces,2017,,,,Africa,Mozambique,,,,,,,USDA,Escherichia coli,,,,,,,,PRJNA563910,SRP221503,,SAMN12738488,SRS5380203,13/09/2019,12/09/2019,ESC_OA0393AA,Assembled,111,65874,5492629,Escherichia coli / Shigella;97.99%,256,112513,ESC_FB1990AA_AS,4.1
ESC_OA7824AA,,SRR10420728;ILLUMINA;Paired;500;SRX7118756,Human,Human,stool; Homo sapiens,2019,2,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN13245793,SRS5629050,13/11/2019,09/11/2019,ESC_OA7824AA,Assembled,111,79981,4638301,Escherichia coli / Shigella;88.72%,152,81778,ESC_GB3551AA_AS,4.1
ESC_QA1809AA,ChlosBP-21-2,SRR11015040;ILLUMINA;Paired;;SRX7670682,Wild Animal,Primate,Chlorocebus sabaeus; stool,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA604701,SRP247121,,SAMN13978603,SRS6098417,14/02/2020,04/02/2020,ESC_QA1809AA,Assembled,111,259987,4726587,Escherichia coli / Shigella;100.0%,61,10032,ESC_IB8519AA_AS,4.1
ESC_QA7447AA,408-HR-19-M_S13_L001,traces-0UWVEhX;ILLUMINA;Paired;;NA,Food,,,2017,,,,Africa,Egypt,,,,,,,"Hazem Ramadan: Faculty of Veterinary Medicine, Mansoura University, Mansoura-Egypt & US National Poultry Research center, USDA-ARS, Athens, Georgia-USA",Escherichia coli,,,,,,,,,,,,,10/03/2020,10/03/2020,ESC_QA7447AA,Assembled,111,315212,5288904,Escherichia coli / Shigella;91.24%,127,15403,ESC_JB5558AA_AS,4.1
ESC_QA7448AA,409-HR-21-M_S14_L001,traces-0GRjgNW;ILLUMINA;Paired;;NA,Food,,,2017,,,,Africa,Egypt,,,,,,,"Hazem Ramadan: Faculty of Veterinary Medicine, Mansoura University, Mansoura-Egypt & US National Poultry Research center, USDA-ARS, Athens, Georgia-USA",Escherichia coli,,,,,,,,,,,,,10/03/2020,10/03/2020,ESC_QA7448AA,Assembled,111,105846,4921086,Escherichia coli / Shigella;99.25%,193,16969,ESC_JB5559AA_AS,4.1
ESC_QA9272AA,Guinea-fowl-9-1,SRR11451206;ILLUMINA;Paired;;SRX8029012,Wild Animal,Avian,Guinea fowl; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485341,SRS6401480,02/04/2020,01/04/2020,ESC_QA9272AA,Assembled,111,304666,4939805,Escherichia coli / Shigella;93.02%,56,83862,ESC_KB1718AA_AS,4.1
ESC_QA9294AA,Guinea-fowl-3-4,SRR11451228;ILLUMINA;Paired;;SRX8028990,Wild Animal,Avian,Guinea fowl; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485321,SRS6401458,02/04/2020,01/04/2020,ESC_QA9294AA,Assembled,111,143650,4857417,Escherichia coli / Shigella;100.0%,73,65585,ESC_KB1696AA_AS,4.1
ESC_KA9404AA,ChlosBP-25-4,traces-0LwPcLe;ILLUMINA;Paired;;NA,Wild Animal,Primate,Chlorocebus sabaeus,2016,,,,Africa,Gambia,,,Bijilo Park,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;91.59%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9404AA,Assembled,111,200524,5320942,Escherichia coli / Shigella;91.59%,174,75848,ESC_VA7173AA_AS,4
ESC_GA1704AA,NC_P03-16,SRR5434362;ILLUMINA;Paired;500;SRX2724397,Poultry,Avian,Poultry,2016,,,,Africa,Uganda,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN06677693,SRS2113117,11/04/2017,11/04/2017,ESC_GA1704AA,Assembled,112,90605,4800184,Escherichia coli / Shigella;92.16%,140,3767,ESC_MA3081AA_AS,3.61
ESC_HA7273AA,FDA00012266,SRR6208552;ILLUMINA;Paired;500;SRX3317830,Environment,Plant,Fresh Basil,2017,10,,,Africa,Egypt,Gharbia Governorate,As Santah,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA230969,SRP058582,,SAMN07813262,SRS2623420,25/10/2017,24/10/2017,ESC_HA7273AA,Assembled,112,88748,4939796,Escherichia coli / Shigella;97.33%,277,8256,ESC_QA3410AA_AS,3.61
ESC_KA3484AA,FE95383,SRR8072058;ILLUMINA;Paired;;SRX4900036,Livestock,Bovine,Bovine intestine,2008,10,,,Africa,Burkina Faso,,,,,,,FDA/CFSAN,Escherichia coli,,,,,,,,PRJNA230969,SRP058582,,SAMN10253045,SRS3946548,18/10/2018,17/10/2018,ESC_KA3484AA,Assembled,112,183513,5116551,Escherichia coli / Shigella;100.0%,131,21197,ESC_UA1274AA_AS,4
ESC_MA0890AA,,ERR2571005;ILLUMINA;Paired;1000;ERX2588006,Poultry,Avian,chicken,,,,,Africa,Ghana,,,,,,,Justus-Liebig-Universitaet Giessen,Escherichia coli,,,,,,,,PRJEB26592,ERP108593,,SAMEA4653220,ERS2473856,06/03/2019,06/03/2019,ESC_MA0890AA,Assembled,112,258637,4653654,Escherichia coli / Shigella;98.53%,89,15516,ESC_XA2028AA_AS,4
ESC_MA0925AA,,ERR2570970;ILLUMINA;Paired;1000;ERX2587971,Human,Human,ND,,,,,Africa,Ghana,,,,,,,Justus-Liebig-Universitaet Giessen,Escherichia coli,,,,,,,,PRJEB26592,ERP108593,,SAMEA4653185,ERS2473821,06/03/2019,06/03/2019,ESC_MA0925AA,Assembled,112,62931,5146360,Escherichia coli / Shigella;97.53%,278,64428,ESC_XA1993AA_AS,4
ESC_MA7394AA,TMP024203,ERR3330510;ILLUMINA;Paired;350;ERX3355225,ND,Avian,ND,2016,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5612015,ERS3416203,30/05/2019,20/05/2019,ESC_MA7394AA,Assembled,112,130843,4835165,Escherichia coli / Shigella;96.48%,110,19996,ESC_ZA6130AA_AS,4
ESC_MA7407AA,TMP024113,ERR3330497;ILLUMINA;Paired;350;ERX3355212,Human,Human,ND,2016,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5612002,ERS3416190,30/05/2019,20/05/2019,ESC_MA7407AA,Assembled,112,69565,4653807,Escherichia coli / Shigella;89.37%,202,37433,ESC_ZA6117AA_AS,4
ESC_MA7417AA,TMP024043,ERR3330487;ILLUMINA;Paired;350;ERX3355202,Human,Human,ND,2016,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611992,ERS3416180,30/05/2019,20/05/2019,ESC_MA7417AA,Assembled,112,207997,5037798,Escherichia coli / Shigella;90.43%,119,21874,ESC_ZA6107AA_AS,4
ESC_MA7529AA,TMP021262,ERR3330375;ILLUMINA;Paired;350;ERX3355090,Environment,Soil/Dust,household environment,2016,7,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611879,ERS3416068,30/05/2019,20/05/2019,ESC_MA7529AA,Assembled,112,121400,4766287,Escherichia coli / Shigella;92.09%,162,34212,ESC_ZA5995AA_AS,4
ESC_MA7541AA,TMP021191,ERR3330363;ILLUMINA;Paired;350;ERX3355078,ND,Avian,ND,2016,7,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611867,ERS3416056,30/05/2019,20/05/2019,ESC_MA7541AA,Assembled,112,100344,4991939,Escherichia coli / Shigella;82.33%,213,34813,ESC_ZA5983AA_AS,4
ESC_MA7549AA,TMP021131,ERR3330355;ILLUMINA;Paired;350;ERX3355070,Human,Human,ND,2016,7,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611859,ERS3416048,30/05/2019,20/05/2019,ESC_MA7549AA,Assembled,112,131084,5402219,Escherichia coli / Shigella;92.74%,183,36292,ESC_ZA5975AA_AS,4
ESC_MA7646AA,TMP020046,ERR3330258;ILLUMINA;Paired;350;ERX3354973,ND,Avian,ND,2015,10,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611762,ERS3415951,30/05/2019,20/05/2019,ESC_MA7646AA,Assembled,112,200927,4787125,Escherichia coli / Shigella;100.0%,87,13021,ESC_ZA5878AA_AS,4
ESC_MA7754AA,TMP019129,ERR3330142;ILLUMINA;Paired;350;ERX3354857,ND,Avian,ND,2015,10,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611646,ERS3415835,30/05/2019,20/05/2019,ESC_MA7754AA,Assembled,112,88028,4516128,Escherichia coli / Shigella;94.82%,153,15235,ESC_ZA5770AA_AS,4
ESC_MA8165AA,INT007992,ERR3329017;ILLUMINA;Paired;350;ERX3353732,Human,Human,ND,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611235,ERS3415424,30/05/2019,20/05/2019,ESC_MA8165AA,Assembled,112,100066,4471173,Escherichia coli / Shigella;85.57%,141,29716,ESC_ZA5272AA_AS,4
ESC_MA8266AA,INT007083,ERR3328916;ILLUMINA;Paired;350;ERX3353631,Poultry,Avian,chickens,2016,4,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611134,ERS3415324,30/05/2019,20/05/2019,ESC_MA8266AA,Assembled,112,201767,4798084,Escherichia coli / Shigella;100.0%,64,15404,ESC_ZA5171AA_AS,4
ESC_MA8281AA,INT006213,ERR3328901;ILLUMINA;Paired;350;ERX3353616,Wild Animal,Bat,bat,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611119,ERS3415309,30/05/2019,20/05/2019,ESC_MA8281AA,Assembled,112,748778,4799808,Escherichia coli / Shigella;91.9%,57,9796,ESC_ZA5156AA_AS,4
ESC_MA8361AA,INT005440,ERR3328791;ILLUMINA;Paired;350;ERX3353506,Human,Human,ND,2016,3,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611039,ERS3415229,30/05/2019,20/05/2019,ESC_MA8361AA,Assembled,112,103843,4835924,Escherichia coli / Shigella;97.8%,125,24452,ESC_ZA5075AA_AS,4
ESC_MA8431AA,INT004897,ERR3328721;ILLUMINA;Paired;350;ERX3353436,Wild Animal,Rodent,guinea fowl,2016,3,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610969,ERS3415159,30/05/2019,20/05/2019,ESC_MA8431AA,Assembled,112,131861,4645794,Escherichia coli / Shigella;97.53%,121,22009,ESC_ZA5005AA_AS,4
ESC_MA8474AA,INT004574,ERR3328677;ILLUMINA;Paired;350;ERX3353392,Wild Animal,Other Mammal,rabbit,2016,1,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610926,ERS3415116,30/05/2019,20/05/2019,ESC_MA8474AA,Assembled,112,414014,4774300,Escherichia coli / Shigella;94.74%,53,16561,ESC_ZA4962AA_AS,4
ESC_MA8482AA,INT004527,ERR3328669;ILLUMINA;Paired;350;ERX3353384,Food,Plant,pens,2016,1,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610918,ERS3415108,30/05/2019,20/05/2019,ESC_MA8482AA,Assembled,112,180107,4833428,Escherichia coli / Shigella;84.68%,157,65318,ESC_ZA4954AA_AS,4
ESC_MA8489AA,INT004482,ERR3328662;ILLUMINA;Paired;350;ERX3353377,Poultry,Avian,chickens,2016,1,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610911,ERS3415101,30/05/2019,20/05/2019,ESC_MA8489AA,Assembled,112,210354,4914430,Escherichia coli / Shigella;97.65%,103,21260,ESC_ZA4947AA_AS,4
