date,area,confirm,type,country,GSS_CD
11/03/2020,Powys,2,UTLA,Wales,W06000023
11/03/2020,Rhondda Cynon Taf,0,UTLA,Wales,W06000016
11/03/2020,Torfaen County,0,UTLA,Wales,W06000020
11/03/2020,Vale of Glamorgan,0,UTLA,Wales,W06000014
11/03/2020,Wrexham,0,UTLA,Wales,W06000006
12/03/2020,Northern Ireland,20,Country,Northern Ireland,N92
12/03/2020,Scotland,60,Country,Scotland,S92
12/03/2020,Wales,25,Country,Wales,W92
12/03/2020,Ayrshire and Arran,4,Health board,Scotland,S08000015
12/03/2020,Borders,2,Health board,Scotland,S08000016
12/03/2020,Dumfries and Gallow,0,Health board,Scotland,S08000017
12/03/2020,Fife,3,Health board,Scotland,S08000029
12/03/2020,Forth Valley,6,Health board,Scotland,S08000019
12/03/2020,Grampian,7,Health board,Scotland,S08000020
12/03/2020,Greater Glasgow and Clyde,10,Health board,Scotland,S08000031
12/03/2020,Highland,0,Health board,Scotland,S08000022
12/03/2020,Lanarkshire,7,Health board,Scotland,S08000032
12/03/2020,Lothian,11,Health board,Scotland,S08000024
12/03/2020,Shetland,6,Health board,Scotland,S08000026
12/03/2020,Tayside,4,Health board,Scotland,S08000030
12/03/2020,Swansea Bay,NA,Health board,Wales,W11000031
12/03/2020,Aneurin Bevan,NA,Health board,Wales,W11000028
12/03/2020,Betsi Cadwaladr,NA,Health board,Wales,W11000023
12/03/2020,Cardiff and Vale,NA,Health board,Wales,W11000029
12/03/2020,Cwm Taf,NA,Health board,Wales,W11000030
12/03/2020,Hywel Dda,NA,Health board,Wales,W11000025
12/03/2020,Powys,NA,Health board,Wales,W11000024
12/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
12/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
12/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
12/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
12/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
12/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
12/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
12/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
12/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
12/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
12/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
12/03/2020,Blaenau Gwent,1,UTLA,Wales,W06000019
12/03/2020,Bridgend,0,UTLA,Wales,W06000013
12/03/2020,Caerphilly,1,UTLA,Wales,W06000018
12/03/2020,Carmarthenshire,2,UTLA,Wales,W06000010
12/03/2020,Ceredigion,0,UTLA,Wales,W06000008
12/03/2020,City and County of Swansea,2,UTLA,Wales,W06000011
12/03/2020,City of Cardiff,3,UTLA,Wales,W06000015
12/03/2020,Conwy,0,UTLA,Wales,W06000003
12/03/2020,Denbighshire,0,UTLA,Wales,W06000004
12/03/2020,Flintshire,0,UTLA,Wales,W06000005
12/03/2020,Gwynedd,0,UTLA,Wales,W06000002
12/03/2020,Isle of Anglesey,0,UTLA,Wales,W06000001
12/03/2020,Merthyr Tydfil,0,UTLA,Wales,W06000024
12/03/2020,Monmouthshire,1,UTLA,Wales,W06000021
12/03/2020,Neath Port Talbot,8,UTLA,Wales,W06000012
12/03/2020,Newport,1,UTLA,Wales,W06000022
12/03/2020,Pembrokeshire,2,UTLA,Wales,W06000009
12/03/2020,Powys,2,UTLA,Wales,W06000023
12/03/2020,Rhondda Cynon Taf,0,UTLA,Wales,W06000016
12/03/2020,Torfaen County,0,UTLA,Wales,W06000020
12/03/2020,Vale of Glamorgan,0,UTLA,Wales,W06000014
12/03/2020,Wrexham,1,UTLA,Wales,W06000006
13/03/2020,Northern Ireland,29,Country,Northern Ireland,N92
13/03/2020,Scotland,85,Country,Scotland,S92
13/03/2020,Wales,38,Country,Wales,W92
13/03/2020,Ayrshire and Arran,4,Health board,Scotland,S08000015
13/03/2020,Borders,3,Health board,Scotland,S08000016
13/03/2020,Dumfries and Gallow,0,Health board,Scotland,S08000017
13/03/2020,Fife,4,Health board,Scotland,S08000029
13/03/2020,Forth Valley,6,Health board,Scotland,S08000019
13/03/2020,Grampian,11,Health board,Scotland,S08000020
13/03/2020,Greater Glasgow and Clyde,21,Health board,Scotland,S08000031
13/03/2020,Highland,0,Health board,Scotland,S08000022
13/03/2020,Lanarkshire,7,Health board,Scotland,S08000032
13/03/2020,Lothian,20,Health board,Scotland,S08000024
13/03/2020,Shetland,6,Health board,Scotland,S08000026
13/03/2020,Tayside,3,Health board,Scotland,S08000030
13/03/2020,Swansea Bay,NA,Health board,Wales,W11000031
13/03/2020,Aneurin Bevan,NA,Health board,Wales,W11000028
13/03/2020,Betsi Cadwaladr,NA,Health board,Wales,W11000023
13/03/2020,Cardiff and Vale,NA,Health board,Wales,W11000029
13/03/2020,Cwm Taf,NA,Health board,Wales,W11000030
13/03/2020,Hywel Dda,NA,Health board,Wales,W11000025
13/03/2020,Powys,NA,Health board,Wales,W11000024
13/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
13/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
13/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
13/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
13/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
13/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
13/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
13/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
13/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
13/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
13/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
13/03/2020,Blaenau Gwent,1,UTLA,Wales,W06000019
13/03/2020,Bridgend,0,UTLA,Wales,W06000013
13/03/2020,Caerphilly,5,UTLA,Wales,W06000018
13/03/2020,Carmarthenshire,3,UTLA,Wales,W06000010
13/03/2020,Ceredigion,0,UTLA,Wales,W06000008
13/03/2020,City and County of Swansea,4,UTLA,Wales,W06000011
13/03/2020,City of Cardiff,4,UTLA,Wales,W06000015
13/03/2020,Conwy,0,UTLA,Wales,W06000003
13/03/2020,Denbighshire,0,UTLA,Wales,W06000004
13/03/2020,Flintshire,1,UTLA,Wales,W06000005
13/03/2020,Gwynedd,0,UTLA,Wales,W06000002
13/03/2020,Isle of Anglesey,1,UTLA,Wales,W06000001
13/03/2020,Merthyr Tydfil,0,UTLA,Wales,W06000024
13/03/2020,Monmouthshire,2,UTLA,Wales,W06000021
13/03/2020,Neath Port Talbot,8,UTLA,Wales,W06000012
13/03/2020,Newport,2,UTLA,Wales,W06000022
13/03/2020,Pembrokeshire,2,UTLA,Wales,W06000009
13/03/2020,Powys,3,UTLA,Wales,W06000023
13/03/2020,Rhondda Cynon Taf,0,UTLA,Wales,W06000016
13/03/2020,Torfaen County,0,UTLA,Wales,W06000020
13/03/2020,Vale of Glamorgan,0,UTLA,Wales,W06000014
13/03/2020,Wrexham,1,UTLA,Wales,W06000006
14/03/2020,Northern Ireland,34,Country,Northern Ireland,N92
14/03/2020,Scotland,121,Country,Scotland,S92
14/03/2020,Wales,60,Country,Wales,W92
14/03/2020,Ayrshire and Arran,6,Health board,Scotland,S08000015
14/03/2020,Borders,5,Health board,Scotland,S08000016
14/03/2020,Dumfries and Gallow,0,Health board,Scotland,S08000017
14/03/2020,Fife,6,Health board,Scotland,S08000029
14/03/2020,Forth Valley,6,Health board,Scotland,S08000019
14/03/2020,Grampian,9,Health board,Scotland,S08000020
14/03/2020,Greater Glasgow and Clyde,31,Health board,Scotland,S08000031
14/03/2020,Highland,1,Health board,Scotland,S08000022
14/03/2020,Lanarkshire,10,Health board,Scotland,S08000032
14/03/2020,Lothian,25,Health board,Scotland,S08000024
14/03/2020,Shetland,11,Health board,Scotland,S08000026
14/03/2020,Tayside,11,Health board,Scotland,S08000030
14/03/2020,Swansea Bay,NA,Health board,Wales,W11000031
14/03/2020,Aneurin Bevan,NA,Health board,Wales,W11000028
14/03/2020,Betsi Cadwaladr,NA,Health board,Wales,W11000023
14/03/2020,Cardiff and Vale,NA,Health board,Wales,W11000029
14/03/2020,Cwm Taf,NA,Health board,Wales,W11000030
14/03/2020,Hywel Dda,NA,Health board,Wales,W11000025
14/03/2020,Powys,NA,Health board,Wales,W11000024
14/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
14/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
14/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
14/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
14/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
14/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
14/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
14/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
14/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
14/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
14/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
14/03/2020,Blaenau Gwent,1,UTLA,Wales,W06000019
14/03/2020,Bridgend,1,UTLA,Wales,W06000013
14/03/2020,Caerphilly,7,UTLA,Wales,W06000018
14/03/2020,Carmarthenshire,4,UTLA,Wales,W06000010
14/03/2020,Ceredigion,0,UTLA,Wales,W06000008
14/03/2020,City and County of Swansea,14,UTLA,Wales,W06000011
14/03/2020,City of Cardiff,5,UTLA,Wales,W06000015
14/03/2020,Conwy,1,UTLA,Wales,W06000003
14/03/2020,Denbighshire,0,UTLA,Wales,W06000004
14/03/2020,Flintshire,1,UTLA,Wales,W06000005
14/03/2020,Gwynedd,0,UTLA,Wales,W06000002
14/03/2020,Isle of Anglesey,1,UTLA,Wales,W06000001
14/03/2020,Merthyr Tydfil,0,UTLA,Wales,W06000024
14/03/2020,Monmouthshire,4,UTLA,Wales,W06000021
14/03/2020,Neath Port Talbot,11,UTLA,Wales,W06000012
14/03/2020,Newport,2,UTLA,Wales,W06000022
14/03/2020,Pembrokeshire,2,UTLA,Wales,W06000009
14/03/2020,Powys,5,UTLA,Wales,W06000023
14/03/2020,Rhondda Cynon Taf,0,UTLA,Wales,W06000016
14/03/2020,Torfaen County,0,UTLA,Wales,W06000020
14/03/2020,Vale of Glamorgan,0,UTLA,Wales,W06000014
14/03/2020,Wrexham,1,UTLA,Wales,W06000006
15/03/2020,Northern Ireland,45,Country,Northern Ireland,N92
15/03/2020,Scotland,153,Country,Scotland,S92
15/03/2020,Wales,94,Country,Wales,W92
15/03/2020,Ayrshire and Arran,6,Health board,Scotland,S08000015
15/03/2020,Borders,7,Health board,Scotland,S08000016
15/03/2020,Dumfries and Gallow,0,Health board,Scotland,S08000017
15/03/2020,Fife,7,Health board,Scotland,S08000029
15/03/2020,Forth Valley,10,Health board,Scotland,S08000019
15/03/2020,Grampian,12,Health board,Scotland,S08000020
15/03/2020,Greater Glasgow and Clyde,39,Health board,Scotland,S08000031
15/03/2020,Highland,2,Health board,Scotland,S08000022
15/03/2020,Lanarkshire,16,Health board,Scotland,S08000032
15/03/2020,Lothian,28,Health board,Scotland,S08000024
15/03/2020,Shetland,11,Health board,Scotland,S08000026
15/03/2020,Tayside,15,Health board,Scotland,S08000030
15/03/2020,Swansea Bay,NA,Health board,Wales,W11000031
15/03/2020,Aneurin Bevan,NA,Health board,Wales,W11000028
15/03/2020,Betsi Cadwaladr,NA,Health board,Wales,W11000023
15/03/2020,Cardiff and Vale,NA,Health board,Wales,W11000029
15/03/2020,Cwm Taf,NA,Health board,Wales,W11000030
15/03/2020,Hywel Dda,NA,Health board,Wales,W11000025
15/03/2020,Powys,NA,Health board,Wales,W11000024
15/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
15/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
15/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
15/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
15/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
15/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
15/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
15/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
15/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
15/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
15/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
15/03/2020,Blaenau Gwent,4,UTLA,Wales,W06000019
15/03/2020,Bridgend,1,UTLA,Wales,W06000013
15/03/2020,Caerphilly,11,UTLA,Wales,W06000018
15/03/2020,Carmarthenshire,7,UTLA,Wales,W06000010
15/03/2020,Ceredigion,1,UTLA,Wales,W06000008
15/03/2020,City and County of Swansea,22,UTLA,Wales,W06000011
15/03/2020,City of Cardiff,8,UTLA,Wales,W06000015
15/03/2020,Conwy,1,UTLA,Wales,W06000003
15/03/2020,Denbighshire,0,UTLA,Wales,W06000004
15/03/2020,Flintshire,1,UTLA,Wales,W06000005
15/03/2020,Gwynedd,0,UTLA,Wales,W06000002
15/03/2020,Isle of Anglesey,1,UTLA,Wales,W06000001
15/03/2020,Merthyr Tydfil,0,UTLA,Wales,W06000024
15/03/2020,Monmouthshire,5,UTLA,Wales,W06000021
15/03/2020,Neath Port Talbot,11,UTLA,Wales,W06000012
15/03/2020,Newport,7,UTLA,Wales,W06000022
15/03/2020,Pembrokeshire,2,UTLA,Wales,W06000009
15/03/2020,Powys,3,UTLA,Wales,W06000023
15/03/2020,Rhondda Cynon Taf,2,UTLA,Wales,W06000016
15/03/2020,Torfaen County,2,UTLA,Wales,W06000020
15/03/2020,Vale of Glamorgan,1,UTLA,Wales,W06000014
15/03/2020,Wrexham,1,UTLA,Wales,W06000006
16/03/2020,Northern Ireland,52,Country,Northern Ireland,N92
16/03/2020,Scotland,171,Country,Scotland,S92
16/03/2020,Wales,124,Country,Wales,W92
16/03/2020,Ayrshire and Arran,7,Health board,Scotland,S08000015
16/03/2020,Borders,7,Health board,Scotland,S08000016
16/03/2020,Dumfries and Gallow,1,Health board,Scotland,S08000017
16/03/2020,Fife,7,Health board,Scotland,S08000029
16/03/2020,Forth Valley,10,Health board,Scotland,S08000019
16/03/2020,Grampian,12,Health board,Scotland,S08000020
16/03/2020,Greater Glasgow and Clyde,44,Health board,Scotland,S08000031
16/03/2020,Highland,2,Health board,Scotland,S08000022
16/03/2020,Lanarkshire,20,Health board,Scotland,S08000032
16/03/2020,Lothian,29,Health board,Scotland,S08000024
16/03/2020,Shetland,15,Health board,Scotland,S08000026
16/03/2020,Tayside,17,Health board,Scotland,S08000030
16/03/2020,Swansea Bay,NA,Health board,Wales,W11000031
16/03/2020,Aneurin Bevan,NA,Health board,Wales,W11000028
16/03/2020,Betsi Cadwaladr,NA,Health board,Wales,W11000023
16/03/2020,Cardiff and Vale,NA,Health board,Wales,W11000029
16/03/2020,Cwm Taf,NA,Health board,Wales,W11000030
16/03/2020,Hywel Dda,NA,Health board,Wales,W11000025
16/03/2020,Powys,NA,Health board,Wales,W11000024
16/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
16/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
16/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
16/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
16/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
16/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
16/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
16/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
16/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
16/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
16/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
16/03/2020,Blaenau Gwent,7,UTLA,Wales,W06000019
16/03/2020,Bridgend,1,UTLA,Wales,W06000013
16/03/2020,Caerphilly,14,UTLA,Wales,W06000018
16/03/2020,Carmarthenshire,7,UTLA,Wales,W06000010
16/03/2020,Ceredigion,1,UTLA,Wales,W06000008
16/03/2020,City and County of Swansea,21,UTLA,Wales,W06000011
16/03/2020,City of Cardiff,13,UTLA,Wales,W06000015
16/03/2020,Conwy,1,UTLA,Wales,W06000003
16/03/2020,Denbighshire,0,UTLA,Wales,W06000004
16/03/2020,Flintshire,1,UTLA,Wales,W06000005
16/03/2020,Gwynedd,0,UTLA,Wales,W06000002
16/03/2020,Isle of Anglesey,2,UTLA,Wales,W06000001
16/03/2020,Merthyr Tydfil,0,UTLA,Wales,W06000024
16/03/2020,Monmouthshire,8,UTLA,Wales,W06000021
16/03/2020,Neath Port Talbot,11,UTLA,Wales,W06000012
16/03/2020,Newport,21,UTLA,Wales,W06000022
16/03/2020,Pembrokeshire,2,UTLA,Wales,W06000009
16/03/2020,Powys,5,UTLA,Wales,W06000023
16/03/2020,Rhondda Cynon Taf,2,UTLA,Wales,W06000016
16/03/2020,Torfaen County,2,UTLA,Wales,W06000020
16/03/2020,Vale of Glamorgan,1,UTLA,Wales,W06000014
16/03/2020,Wrexham,2,UTLA,Wales,W06000006
17/03/2020,Northern Ireland,62,Country,Northern Ireland,N92
17/03/2020,Scotland,195,Country,Scotland,S92
17/03/2020,Wales,136,Country,Wales,W92
17/03/2020,Ayrshire and Arran,6,Health board,Scotland,S08000015
17/03/2020,Borders,7,Health board,Scotland,S08000016
17/03/2020,Dumfries and Gallow,1,Health board,Scotland,S08000017
17/03/2020,Fife,7,Health board,Scotland,S08000029
17/03/2020,Forth Valley,12,Health board,Scotland,S08000019
17/03/2020,Grampian,26,Health board,Scotland,S08000020
17/03/2020,Greater Glasgow and Clyde,49,Health board,Scotland,S08000031
17/03/2020,Highland,5,Health board,Scotland,S08000022
17/03/2020,Lanarkshire,21,Health board,Scotland,S08000032
17/03/2020,Lothian,30,Health board,Scotland,S08000024
17/03/2020,Shetland,11,Health board,Scotland,S08000026
17/03/2020,Tayside,20,Health board,Scotland,S08000030
17/03/2020,Swansea Bay,NA,Health board,Wales,W11000031
17/03/2020,Aneurin Bevan,NA,Health board,Wales,W11000028
17/03/2020,Betsi Cadwaladr,NA,Health board,Wales,W11000023
17/03/2020,Cardiff and Vale,NA,Health board,Wales,W11000029
17/03/2020,Cwm Taf,NA,Health board,Wales,W11000030
17/03/2020,Hywel Dda,NA,Health board,Wales,W11000025
17/03/2020,Powys,NA,Health board,Wales,W11000024
17/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
17/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
17/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
17/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
17/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
17/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
17/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
17/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
17/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
17/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
17/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
17/03/2020,Blaenau Gwent,8,UTLA,Wales,W06000019
17/03/2020,Bridgend,3,UTLA,Wales,W06000013
17/03/2020,Caerphilly,15,UTLA,Wales,W06000018
17/03/2020,Carmarthenshire,7,UTLA,Wales,W06000010
17/03/2020,Ceredigion,1,UTLA,Wales,W06000008
17/03/2020,City and County of Swansea,22,UTLA,Wales,W06000011
17/03/2020,City of Cardiff,14,UTLA,Wales,W06000015
17/03/2020,Conwy,1,UTLA,Wales,W06000003
17/03/2020,Denbighshire,0,UTLA,Wales,W06000004
17/03/2020,Flintshire,1,UTLA,Wales,W06000005
17/03/2020,Gwynedd,0,UTLA,Wales,W06000002
17/03/2020,Isle of Anglesey,2,UTLA,Wales,W06000001
17/03/2020,Merthyr Tydfil,0,UTLA,Wales,W06000024
17/03/2020,Monmouthshire,8,UTLA,Wales,W06000021
17/03/2020,Neath Port Talbot,11,UTLA,Wales,W06000012
17/03/2020,Newport,24,UTLA,Wales,W06000022
17/03/2020,Pembrokeshire,2,UTLA,Wales,W06000009
17/03/2020,Powys,7,UTLA,Wales,W06000023
17/03/2020,Rhondda Cynon Taf,2,UTLA,Wales,W06000016
17/03/2020,Torfaen County,3,UTLA,Wales,W06000020
17/03/2020,Vale of Glamorgan,1,UTLA,Wales,W06000014
17/03/2020,Wrexham,2,UTLA,Wales,W06000006
18/03/2020,Northern Ireland,68,Country,Northern Ireland,N92
18/03/2020,Scotland,227,Country,Scotland,S92
18/03/2020,Wales,149,Country,Wales,W92
18/03/2020,Ayrshire and Arran,9,Health board,Scotland,S08000015
18/03/2020,Borders,7,Health board,Scotland,S08000016
18/03/2020,Dumfries and Gallow,4,Health board,Scotland,S08000017
18/03/2020,Fife,8,Health board,Scotland,S08000029
18/03/2020,Forth Valley,15,Health board,Scotland,S08000019
18/03/2020,Grampian,24,Health board,Scotland,S08000020
18/03/2020,Greater Glasgow and Clyde,57,Health board,Scotland,S08000031
18/03/2020,Highland,5,Health board,Scotland,S08000022
18/03/2020,Lanarkshire,25,Health board,Scotland,S08000032
18/03/2020,Lothian,33,Health board,Scotland,S08000024
18/03/2020,Shetland,16,Health board,Scotland,S08000026
18/03/2020,Tayside,24,Health board,Scotland,S08000030
18/03/2020,Swansea Bay,NA,Health board,Wales,W11000031
18/03/2020,Aneurin Bevan,NA,Health board,Wales,W11000028
18/03/2020,Betsi Cadwaladr,NA,Health board,Wales,W11000023
18/03/2020,Cardiff and Vale,NA,Health board,Wales,W11000029
18/03/2020,Cwm Taf,NA,Health board,Wales,W11000030
18/03/2020,Hywel Dda,NA,Health board,Wales,W11000025
18/03/2020,Powys,NA,Health board,Wales,W11000024
18/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
18/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
18/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
18/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
18/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
18/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
18/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
18/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
18/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
18/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
18/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
18/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
18/03/2020,Bridgend,NA,UTLA,Wales,W06000013
18/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
18/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
18/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
18/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
18/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
18/03/2020,Conwy,NA,UTLA,Wales,W06000003
18/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
18/03/2020,Flintshire,NA,UTLA,Wales,W06000005
18/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
18/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
18/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
18/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
18/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
18/03/2020,Newport,NA,UTLA,Wales,W06000022
18/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
18/03/2020,Powys,NA,UTLA,Wales,W06000023
18/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
18/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
18/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
18/03/2020,Wrexham,NA,UTLA,Wales,W06000006
19/03/2020,Northern Ireland,77,Country,Northern Ireland,N92
19/03/2020,Scotland,266,Country,Scotland,S92
19/03/2020,Wales,170,Country,Wales,W92
19/03/2020,Ayrshire and Arran,12,Health board,Scotland,S08000015
19/03/2020,Borders,8,Health board,Scotland,S08000016
19/03/2020,Dumfries and Gallow,6,Health board,Scotland,S08000017
19/03/2020,Fife,9,Health board,Scotland,S08000029
19/03/2020,Forth Valley,17,Health board,Scotland,S08000019
19/03/2020,Grampian,18,Health board,Scotland,S08000020
19/03/2020,Greater Glasgow and Clyde,71,Health board,Scotland,S08000031
19/03/2020,Highland,6,Health board,Scotland,S08000022
19/03/2020,Lanarkshire,33,Health board,Scotland,S08000032
19/03/2020,Lothian,35,Health board,Scotland,S08000024
19/03/2020,Shetland,24,Health board,Scotland,S08000026
19/03/2020,Tayside,27,Health board,Scotland,S08000030
19/03/2020,Swansea Bay,33,Health board,Wales,W11000031
19/03/2020,Aneurin Bevan,76,Health board,Wales,W11000028
19/03/2020,Betsi Cadwaladr,7,Health board,Wales,W11000023
19/03/2020,Cardiff and Vale,28,Health board,Wales,W11000029
19/03/2020,Cwm Taf,6,Health board,Wales,W11000030
19/03/2020,Hywel Dda,12,Health board,Wales,W11000025
19/03/2020,Powys,8,Health board,Wales,W11000024
19/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
19/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
19/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
19/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
19/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
19/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
19/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
19/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
19/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
19/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
19/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
19/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
19/03/2020,Bridgend,NA,UTLA,Wales,W06000013
19/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
19/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
19/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
19/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
19/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
19/03/2020,Conwy,NA,UTLA,Wales,W06000003
19/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
19/03/2020,Flintshire,NA,UTLA,Wales,W06000005
19/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
19/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
19/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
19/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
